city_id;city;place;distance;distancefromcitycenter;description
1655;Pune;" Raj Dinakar Kelkar museum ";3.2;" 1 km  from city center ";" The museum is built in Rajasthani style and is a worth a visit, while in the city. It adorns artifacts from D.G. Kelkar and other paintings of Lord Ganesha & some fine specimens of ancient pottery and paintings. "
1656;Pune;" Rasalgad ";3.5;" 91 km  from city center ";" Rasalgad is a fort that will reintroduce to the lost charms and intrigues of an era long forgotten. "
1657;Pune;" Khadakwasla Dam ";"";" 13 km  from city center ";" Khadakwasla Dam is a famous tourist in Pune. The dam forms a reservoir, called Khadakwasla Lake which offers a quick and pleasant getaway too. Its proximity to Pune City and the scenic surroundings make Khadakwasla Dam a preferred picnic spot.
 "
1658;Pune;" Joshi's Museum of Miniature Railways ";"";" 4 km  from city center ";" Situated in the Erandwane suburb of Pune, Joshi's Museum of Miniature Railways is a unique museum hosting an array of miniature trains, trams, steam engines, flyovers etc. The museum has various well- designed intricate layouts of cities replete with buildings and lights, roads and train tracks. The functioning is controlled by an amusing light and sound track. "
1659;Pune;" Baner Pashan Biodiversity Park ";"";" 8 km  from city center ";" Baner Pashan Biodiversity Park is the 200 hectare park built to protect the biodiversity around two suburbs of Pune- Baner and Pashan. The park also spreads to the gorgeous looking Baner hill and is a top tourist spot of the city.  "
1660;Pune;" St";3.7;" 3 km  from city center ";" St. Mary's Church is one of the oldest churches in Pune. It has a mixture of British as well as Indian architectural style in addition to the Gothic architecture. "
1661;Pune;" Panshet Dam ";"";" 30 km  from city center ";" Panshet Dam is one of the most popular and picturesque getaway from Pune. Also known as Tanajisagar Dam, it is built on the Ambi River. Enveloped in lush greenery and dotted by enchanting waterfalls, it offers a variety of fun activities and water adventure sports. "
1662;Pune;" Saras Baug ";"";" 2 km  from city center ";" Saras Baug is considered to be one of the most pretty parks in the city of Pune. The charming garden was build atop the ground of a dried up lake. Boasting of blooming flowers and lush greenery all around, the park also has a tiny pond full of lotus flowers. "
1663;Pune;" Style Shopping in Fashion Street ";"";" 2 km  from city center ";" Fashion Street in Pune will give you a wardrobe makeover at the budget price. Similar to the one in Bombay, these crowded narrow lanes houses around 450 stalls to cater all accessories at budget-friendly, convenient and affordable rates. "
1664;Pune;" David Synagogue ";3.2;" 2 km  from city center ";" The synagogue was build by David Sasoon. Its a marvelous piece of architectural work and includes a prayer hall for ladies. Many foreigners visit this place for its religious & architectural marvel. "
1665;Pune;" Chaturshringi Temple ";"";" 4 km  from city center ";" One of the revered temples, the Chaturshringi Mandir should be on your list of places to visit when you’re in Pune.It is dedicated to Mahakali and Shri Chaturshringi. The main temple also includes idols of Goddess Durga, Ashtavinayaka and Ganesha.  "
1666;Pune;" Sarasbaug Ganpati Temple ";"";" 2 km  from city center ";" Sarasbaug Ganapati Temple is a shrine for Siddhi Vinakayak Ganesh. Located at the foot of Parvati Hills, the lake around the temple is said to be the venue of secret meetings held by the Peshwas during boat rides. "
1667;Pune;" Empress Garden ";"";" 4 km  from city center ";" The Empress Botanical Garden is named after Queen Victoria back when she held the sceptre. Once a favourite among the British officials and thus also named Soldier's Garden, the place is now a sprawling greenery of 39 acres with hundreds of rare species in trees and flowers.  "
1668;Pune;" Taljai Hills ";"";" 5 km  from city center ";" Located in the heart of the city of Pune, Taljai Hills or Taljai Tekadi is one of the most popular trekking and picnic spots that attracts a lot of locals as well as tourist influx. The spot is basically a hilltop that has been named after the temple that is situated at the entrance of the forest leading to the hill. It is presided over by the local deity Taljai. The place is especially popular among avid bird watchers as you can find a lot of peacocks, and other migratory birds. Taljai Hills look extra ravishing and lively during the monsoons when a lot of people come here to visit. "
1669;Pune;" Shivneri Fort ";"";" 76 km  from city center ";" Situated near Junnar in Pune, Shivneri Fort can be traced back to the 17th century. The sturdy fortification and the magnanimous structure is home to a grand statue of the Maratha warrior Shivaji. The fort can be reached through a trek up a hilly terrain or through a motorable road. "
1670;Pune;" Purandar Trek ";3.5;" 30 km  from city center ";" Purandar is a fort in the Pune district of Maharashtra. Purandar and Vajragad are twin forts. Purandar is the larger of the two and is situated at a  height of 4472 feet from the sea level. The top of the fort presents a very scenic view of its twin fort Vajragad.  "
1671;Pune;" Hadsar Trek ";3.5;" 84 km  from city center ";" Hadsar is a hill fort in the state of Maharashtra. It is situated at an elevation of 3200 feet from the ground in the district of Pune. Within the fort there are massive tunnel like entrances built in the Mughal style. "
1672;Pune;" Shop it Cheap at Hong-Kong Lane ";"";" 2 km  from city center ";" Hong Kong Lane is a famous hub for street shopping in Pune. The area where Hong-Kong Lane is located is close to several colleges and hostels in the city. It, therefore, is thronged by youngsters who want to buy stuff on a small budget. "
1673;Pune;" Korigad Trek ";3.5;" 51 km  from city center ";" Located approximately 20km to the south of Lonavla near the city of Pune, Korigad is one of the hill forts famous among trekkers in Pune. It is estimated that the fort was built in the early 1500s. In fact, the city's first planned township- Aamby Valley is located on the eastern and southern foothills of Korigad.  The fort is so named as it is dedicated to Goddess Koraidevi, whose temple is situated at the peak of the fort. "
1674;Pune;" Bhigwan ";"";" 98 km  from city center ";" Also known as “Bharatpur of Maharashtra”, Bhigwan is located near Pune. It is a perfect weekend getaway for bird and animal lovers. This place will let you relax and enjoy some peaceful time away from the hustle bustle of the city. Bhigwan has three wildlife sanctuaries and you will be able to spot a myriad variety of flora and fauna. The beauty of this place is simply mesmerizing. "
1675;Pune;" City Shopping ";3.1;" 11 km  from city center ";" Pune is brimming with shopping options that cover all you interests from fashion, books to electronics and are spread over all ranges of budgets. Popular markets such as the MG Road, Tulsi Baug, Laxmi road, Clover Centre etc to the fanciest of malls are available for your shopping spree. "
1676;Pune;" Dehu ";3.7;" 24 km  from city center ";" Dehu Gatha temple is one of the largest temples and is located near Pune. At the entrance of the temple lies the statue of Sant Tukaram Maharaj. What attracts people the most are the carvings of all Gathas ie legends/storis of Sant Tukaram on the walls of the temple which are very easy to read. It is said that one must read at least 3 Gathas on visiting the temple. The temple is located on Indrayani River's bank. Also, there is a place on the river where these Gathas floats which should not be missed out. "
1677;Pune;" Hangout at the Amanora Mall ";"";" 8 km  from city center ";" Amanora Shopping Mall in Pune is the locals' favourite hangout spot for the afternoons, and also a great place to spend an urbane weekend with family. From clothes to accessories to electronics to motorbikes, you will find an extensive variety of both Indian and international brands "
1678;Pune;" Chavand Trek ";3.5;" 26 km  from city center ";" Chavand (or Prasannagad) is a hill fort in the state of Maharashtra. Located at an elevation of about 3500 feet from the ground in the district of Pune, this fortress is a part of the 'famous five'. The other forts which are included under this category are Hadsar, Shivneri, Jivdhan and Naneghat. "
1679;Pune;" Rohida Trek ";3.5;" 47 km  from city center ";" Rohida, or Vichitragad as it is also known, is a Fort nearest to Pune, a destination which is a must on every trekker's to-do list. The windy, beautiful and spectacular fort is located in the Western Ghats near Bhor Village around 61km away from the city of Pune. The fort was built during the Yadava rule and was one of the 23 forts handed over by Marathas to the Mughals in the Treaty of Purandar. The base village of the trek is Bajarwadi, around 7km away from Bhor. Stay and food arrangements can be found at Bajarwadi and Khanapur villages. You can also stay at the top of the fort at Rohidmalla. "
1680;Pune;" ISKCON NVCC Temple ";"";" 8 km  from city center ";" ISKCON NVCC (New Vedic Cultural Center) is located in the less congested area of Kondhwa near Pune. It is a temple devoted to Lord Krishna and Goddess Radha. The temple has lavish green hills in the background and provides its visitors with a great ambience.  "
1681;Pune;" Peshwa Udyan ";"";" 2 km  from city center ";" Maintained by Pune Municipal Corporation, Peshwa Udyan is a zoological park in the city which boasts of lush greenery, umpteen trees, variety of shrubs and herbs. Besides, it also facilitates boasting and has a mini toy-train for kids. "
1732;Ahmedabad;" Sabarmati Riverfront ";"";" 2 km  from city center ";" Sabarmati Riverfront is a waterfront developed on the banks of river Sabarmati in Ahmedabad. Started with an objective for sustainable development and environmental improvement, the pace has now become a major tourist attraction owing to its lush green promenades, beautiful parks and plazas and an all-around soothing ambience. "
1733;Ahmedabad;" Dada Hari Wav ";3.5;" 4 km  from city center ";" Built by a woman of Sultan Begara's harem in 1499AD, these step-wells were made as a retreat during hot summers. Waiting to be filled with rain water, no matter what the weather is, it is always cooler within the Step-wells. "
1734;Ahmedabad;" Statue of Unity ";"";" 179 km  from city center ";" Statue of Unity is a memorial to The Iron Man of India, Sardar Vallabhbhai Patel. The Bronze statue stands 182 metres tall and is the 'Tallest statue in the World'. The statue of Unity is located in Gujrat, by the banks of River Narmada on the River Island of Sadhu Bet overlooking the Narmada Dam (Sardar Sarovar Dam) from 3.2 km away. "
1735;Ahmedabad;" Swaminarayan Temple ";4.3;" 24 km  from city center ";" Located in the Kalupur area of Ahmedabad, Shri Swaminarayan Temple was built on the instructions of Swaminarayan, the founder of this sect of Hinduism. Green and yellow sculptures of various Hindu gods and goddesses, with their bodies fitted in opulent dresses and ornaments cover the structure of this nineteenth-century temple.   "
1736;Ahmedabad;" Sabarmati Ashram ";4.2;" 3 km  from city center ";" Once the residence of Mahatma Gandhi and his wife Kasturba, this undoubtedly is the biggest tourist attraction situated in the suburb of Ahmedabad, Gujarat. Located on the tranquil and serene stretch of Sabarmati River it was also referred to as the 'Satyagraha Ashram' as Gandhi began the famous 'Dandi March' from here.



The museum is one of the most interesting sections of the ashram as it has on display some of Gandhi's personal letters and photographs "
1737;Ahmedabad;" Rani ki Vav ";"";" 101 km  from city center ";" Rani Ki Vav or 'Queen's Stepwell' is a distinctive form of water storage system located in the small town of Gujarat called Patan, on the banks of River Saraswati. The 900-year-old structure listed as a UNESCO World Heritage Site is displayed prominently in the new ₹ 100 currency note issued by the Reserve Bank of India. "
1738;Ahmedabad;" Adalaj Step Well ";3.0;" 14 km  from city center ";" Adalaj Stepwell is a magnificent structure built brilliantly to curb water crisis in and around Adalaj Village. The stepwell is located at a distance of 3 to 4 kilometres to the south-west of Gandhinagar, the capital city of Gujarat. The Adalaj Stepwell was built in 1498 and is one of the many step wells built in India to provide access to groundwater. The entire architecture is an excellent illustration of the intelligence of the engineers and architects India had even at that time. Walk in, and you will witness a sudden yet soothing drop in temperature. Breathe in the tranquillity, absorb the beauty of the intricate carvings, make a silent wish and rest for a while before you proceed with your plan for the day. "
1739;Ahmedabad;" Kankaria Lake ";4.2;" 5 km  from city center ";" One of the biggest lakes in Ahmadabad, this is a total magnet for tourists and locals alike due to its complete entertainment facilities - toy train, kids' city, balloon ride, water park, food stalls.



Also famous for its Kankaria Carnival which is full of week-long fun and festivities held in the last week of December, it is an entertainment, fun and cultural hub. The lake and surroundings have been recently revamped and all its subparts (zoo, balvatika,etc.) are enhanced. "
1740;Ahmedabad;" Manek Chawk ";3.7;" 3 km  from city center ";" Manek Chowk is a notable city square in Old Ahmedabad which is a vegetable market in the morning, a bullion market in the noon and the street food market at night. It is most famous, however, for its food stalls that start to emerge around 8 in the evening, with various local street snacks and goodies.  "
1741;Ahmedabad;" Modhera Sun Temple ";"";" 74 km  from city center ";" The Sun Temple in Modhera is a Hindu tempe built by the Chalukya dynasty. Built on the banks of river Pushpavati, the temple is dedicated to the solar deity Surya. It is now a historical site and no worshipped is performed at the temple. It is currently maintained by Archaeological Survey of India. "
1742;Ahmedabad;" Bhadra Fort & Teen Darwaza ";3.1;" 2 km  from city center ";" The Bhadra Fort and its neighboring environment is the most scenic part of Ahmedabad. Located in the middle of lush greenery the huge 44 acre Fort got its name from the Bhadrakali Temple that it houses. "
1743;Ahmedabad;" Jama Masjid ";3.7;" 3 km  from city center ";" The Jama Masjid situated in Ahmedabad is one of the largest mosques in India built in the period of 1424 and was built by Emperor Sultan Ahmed Shah. To the west of the mosque built are the tombs of Ahmed Shah I, his son and his grandson followed by the graves of the queens of the king. "
1744;Ahmedabad;" World Vintage Car Museum ";3.4;" 12 km  from city center ";" A connoisseur of vintage cars converted his private collection of vintage cars into a museum. The collection comprises of the best of the world - Rolls Royce, Bentley, Jaguar, Cadillac, Austin and many more. "
1745;Ahmedabad;" Hathisingh Jain Temple ";3.5;" 2 km  from city center ";" Dedicated to the 15th Tirthankara of Jains, Dharmanath, this two-storied white marble structure provides a delightful experience and the tiled courtyard is another unique aspect of the temple. "
1746;Ahmedabad;" Law Garden Night Market ";3.2;" 2 km  from city center ";" One of the most famous gardens of Ahmedabad the Law Garden becomes a favorite place for shopaholics with vendors and shopkeepers bustling on the scene. "
1747;Ahmedabad;" Sidi Saiyyed Mosque ";4.2;" 2 km  from city center ";" Built by Sidi Saeed or Sidi Saiyyed in 1573, as the name suggests, the Sidi Saiyyed Mosque, is one of the most famous mosques of Ahmedabad. The mosque is said to be built in the last year of the existence of the Sultanate of Gujarat. The intricately carved lattice stone window, in front of the mosque is known as the Sidi Saiyyed Jali, the unofficial symbol of city of Ahmedabad.  "
1748;Ahmedabad;" City Shopping ";3.3;" 2 km  from city center ";" Even though pretty much everything is available in this city, Ahmedabad is especially famous for its textile industry. Hence, all kinds of fabrics are available here. "
1749;Ahmedabad;" Calico Textile Museum ";3.2;" 3 km  from city center ";" One of the foremost textile museums and a celebrated institute in Indian textiles around the world, Calico Textile Museum is famous for its remarkable collection of fabrics. "
1750;Ahmedabad;" Sardar Vallabhai Patel National Museum ";"";" 4 km  from city center ";" Situated in the premises of Moti Shahi Mahal at Shahibaug in Ahmedabad, Sardar Vallabhai Patel National Museum is a museum and a memorial dedicated to the 1st Deputy Prime Minister of India - Sardar Vallabhai Patel. The museum has exhibitions in English, Hindi and Gujarati. "
1751;Ahmedabad;" Jhulta Minar ";3.7;" 4 km  from city center ";" Located in Ahmedabad, Jhuta Minar is one of the most intriguing architectural wonders that the world has ever seen. They are still an unsolvable mystery. What makes the minarets unique is if one of the minarets is shaken then the other minaret shakes within a few seconds, while the connecting passage doesn't transmit any movements or vibrations. Many architects and historians have tried to understand the physics and logic behind the unrelated movements of the minarets. It is these movements that have led to its name, Jhulta Minar which translates to swinging minaret. "
1752;Ahmedabad;" Vaishnodevi Temple ";3.2;" 11 km  from city center ";" Located on Sarkhej-Gandhinagar highway Road, Vaishnodevi Temple in Ahmedabad is a true replica of the famous temple in Jammu-Kashmir. "
1753;Ahmedabad;" Kamala Nehru Zoo ";3.2;" 5 km  from city center ";" Popularly known as Kankaria Zoo, Kamala Nehru Zoo is located at Kankaria, Ahmedabad. By the majestic banks of the tranquil Kankaria Lake, this zoo has been the abode of different animals, reptiles, birds and mammals belonging to different species. "
1754;Ahmedabad;" Alpha One Mall ";3.6;" 7 km  from city center ";" One of the largest multiplexes in Ahmedabad, Alpha One mall houses three anchor stores, a food-court and a movie hall. "
1755;Ahmedabad;" Lal Darwaza ";3.2;" 3 km  from city center ";" With lots of hawkers selling various items from clothes to electronics items, Lal Darwaza is crowded yet one of the most famous markets of Ahmedabad. "
1756;Ahmedabad;" ISKCON Temple ";3.7;" 6 km  from city center ";" Located close to the Gujarat Samachar Press, The ISKCON Temple in Ahmadabad is the best place to experience spirituality and mental bliss. Also referred to as the 'Hare Krishna Temple', the temple with its calm and peaceful atmosphere offers the perfect spot for meditation. "
1757;Ahmedabad;" Banascraft ";3.1;" 0 km  from city center ";" One of the most famous boutiques of Ahmedabad, Banascraft offers a great variety of handmade items. "
1758;Ahmedabad;" Law Garden ";3.7;" 2 km  from city center ";" Law Garden in Ahmedabad is one of the most popular parks which is also a usual venue of cultural activities like Music concerts, dance festivals and the like. "
1759;Ahmedabad;" Kapasi Handicraft Emporium ";3.2;" 1 km  from city center ";" While Handicrafts from Gujarat are exported to far off places all across the world, you can buy it all from Kapasi Handicraft Emporium. "
1760;Ahmedabad;" Lalbhai Dalpatbhai Museum ";3.7;" 2 km  from city center ";" The Lalbhai Dalpatbhai Museum (also known as L. D. Museum) is museum of Indian Sculptures, Bronzes, Manuscripts Paintings, Drawings, Miniature Paintings, Wood works, Bead works and coins. (br) The Lalbhai Dalpatbhai Museum of the Lalbhai Dalpatbhai Bharatiya Sanskriti Vidyamandir is located in the premises of the L.D. Institute of Indology, Ahmedabad. It is situated on a sprawling campus in the western part of the city in an area dotted with educational and research institutes, and in the vicinity of Gujarat University. It is about 7 kilometers from the Railway Station and 12 kilometers from the Airport, therefore, it is easily accessible from any part of the Ahmedabad city. "
1761;Ahmedabad;" Tomb of Ahmed Shah and Ahmed Shah's Mosque";3.2;" 4 km  from city center ";" Tomb of Sultan Ahmed Shah who was the founder of the city of Ahmedabad. This tomb also has the cenotaphs of Ahmed Shah's son and grandson. Women are not allowed in the central chamber. "
1762;Ahmedabad;" R3 The Mall ";3.2;" 3 km  from city center ";" One of the most popular shopping malls and leisure destinations in the city, this mall houses about 200 shops, numerous food courts and a 4-screen multiplexes. "
1763;Ahmedabad;" Radhe Shopping Mall ";3.0;" 11 km  from city center ";" Enjoy shopping at Radhe Shopping Mall for a great experience and a variety of brands to choose from. "
1764;Ahmedabad;" Dada Bhagwan temple ";"";" 15 km  from city center ";" Dada Bhagwan Temple (also known as Adalaj Trimandir) is a trimandir situated in the village of Adalaj on the Ahmedabad-Kalol highway, 20 kms from Ahmedabad. Built by Dada Bhagwan Foundation, the trimandir brings forth a unique religious concept where statues of all religious deities are placed on a common platform. "
1765;Ahmedabad;" Gujarat Science City ";"";" 9 km  from city center ";" Located on the Science City Road in Ahmedabad, Gujarat Science City is a remarkable initiative taken up by the Government of Gujarat to spread general awareness and a scientific temperament especially among the youth of the country. Spread over 107 hectares of land, the centre also holds frequent talk shows and workshops for students and science enthusiasts. "
1766;Ahmedabad;" Shree Camp Hanuman Mandir ";"";" 5 km  from city center ";" Situated in Shahibaug in Ahmedabad, Shree Camp Hanuman Mandir is one of the largest Hanuman temples in India. Believed to have been established by Pandit Gajanan Prasad at least a 100 years ago, the temple is still managed by the descendents of the Pandit family. Tuesdays and Saturdays are the most auspicious days of the week for the devotees. "
1767;Ahmedabad;" Parimal Garden ";"";" 2 km  from city center ";" Located on the Parimal Cross Road in Ambavadi, Parimal Garden is a beautiful well-maintained garden in the heart of Ahmedabad. Replete with swings and dotted with stone benches, the park is popular among both adults and kids alike. Mostly used for morning and evening walks, the garden also has routine laughing clubs for the elderly. "
1768;Ahmedabad;" Lothal ";"";" 66 km  from city center ";" If you are a history buff and ever so curious to peek into the lives of the older generations, you really need to visit Lothal because this is a place that ties the past and present together. Located at a distance of around 85 kms from the city of Ahmedabad, on the banks of the ancient mythical river Saraswati (which has now dried up), Lothal is a popular Indus Valley Site and a 4500 years old city discovered in 1954.  Even though the place is not as thriving as it once used to be, the magic of the ruins are enough to tell you the colourful tales about the lives of the people who were inhabitants of this place. This place is full of surprises and holds a great deal of historical significance. Lothal was not only amongst one of the early successful civilization but was also a hub of industrialisation adjoining different nations. Due to its fascinating excavations and dramatic discovery, Lothal is popular among geologists, historians and archaeologists. "
1769;Ahmedabad;" Sarkhej Roza ";"";" 8 km  from city center ";" Situated in the village of Makarba, 7 kms from Ahmedabad, Sarkhej Roza is a mosque and tomb complex. Bosting of absolutely striking early Islamic architectural finesse with spacious corridors and pillared domes, and surrounded by a mesmerising water tank, the tomb houses the grave of Ahmad Khattu Ganj Baksh (the former resident of the place). "
1770;Ahmedabad;" Nehru Bridge ";"";" 2 km  from city center ";" Nehru Bridge is a massive bridge built over the river Sabarmati in Ahmedabad connecting the Real Old City (Kot Vistar) with West Ahmedabad. Open to public use in 1962, the bridge is dedicated to Indiaês first Prime Minister Pandit Jawaharlal Nehru. The bridge is considered one of the most scenic places in the city. "
1771;Ahmedabad;" Vastrapur Lake ";"";" 4 km  from city center ";" Situated in Western Ahmedabad, Vastrapur Lake is an ancient lake which was renovated and prettified in 2002. A huge statue of Narsinh Mehta (a famous poet-saint of Gujarat), was installed here and the lake was named after him as the Bhakt Kavi Narasinh Mehta Sarovar. It boasts of an open-air theatre which is used for organising several cultural events of the city.  "
1772;Ahmedabad;" Kite Museum ";"";" 3 km  from city center ";" Housed in the premises of Sanskar Kendra in Paldi, Ahmedabad, Kite Museum was conceptualised and created by Bhanubhai Shah. Designed by the renowned architect Le Corbusier in 1954, the museum is an elaborate display of about 125 uniquely carved kites including mirror embroidered kites, block print kites and Japanese kites such as Rokuku.  "
1773;Ahmedabad;" Vechaar Utensils Museum ";"";" 6 km  from city center ";" VECHAAR (Vishalla Environmental Centre for Heritage of Art, Architecture and Research) Utensils Museum was conceptualised by the famous architect- Mr. Surender C and was built in 1981 in the vicinity of Vishalla Village Restaurant in Ahmedabad. The museum is an elaborate collection of utensils ranging from hundreds of years back to the current times. "
1774;Ahmedabad;" Sanskar Kendra ";"";" 3 km  from city center ";" Established in 1956, Sanskar Kendra is the city museum located in Paldi in Ahmedabad. The museum is a collection of exhibits depicting art, culture, history, and architecture of the city of Ahmedabad. It also boasts of housing the longest incense stick in the world. Another section in the same museum is devoted to the unique Kite Museum called the Patang Kite Museum. "
1775;Ahmedabad;" Vadla ";"";" 282 km  from city center ";" Vadla is an up and coming haven for migratory birds making their way to the marshy wetlands of Gujarat, just a short drive away from Ahmedabad.
Vadla still remains relatively unknown and undiscovered in comparison to the Nal Sarovar Bird Sanctuary and is a hidden gem only known to the locals.  "
1776;Ahmedabad;" Ahmedabad One ";"";" 4 km  from city center ";" Ahmedabad One is the largest mall in the city, situated at Vastrapur in Ahmedabad. Opened for public in 2011, the mall was initially called Alpha One. "
1777;Ahmedabad;" Victoria Garden ";"";" 2 km  from city center ";" Victoria Garden is situated in the south of Ahmedabad near Bhadra Fort. The garden spells beauty and charm with its well-maintained lawns, pretty flower beds, rejuvenation trees and spacious play areas. The garden also has a life like statue of Queen Victoria installed in the heart of it. "
1778;Ahmedabad;" Dhanvantari Garden ";"";" 4 km  from city center ";" Dhanvantari Garden is another one of the pretty gardens in Ahmedabad situated in the Dungarshinagar, Paldi. The garden boasts of plenteous greenery and umpteen benches where you can go and relax. Besides the spacious tracks for jogging and walking, the park is flocked by local kids in the evening who come to enjoy outdoor games and activities. "
1779;Ahmedabad;" AUDA Garden ";"";" 5 km  from city center ";" Situated in Bodakdev in Ahmedabad, AUDA Garden boasts of vast stretches of well-maintained green lawns, tall towering shady trees and a peaceful ambiance. The garden has patches of lovely flower beds lighting up the space with vibrant colourful flowers. It is a perfect place to escape the chaos of the city to relax and rewind amidst natural surroundings. "
1780;Ahmedabad;" Usmanpura Garden ";"";" 1 km  from city center ";" Usmanpura Garden is situated in Shanti Nagar, Usmanpura suburb of Ahmedabad in Gujarat. The garden is nothing but sheer delight to spend an evening in summer or to celebrate a sun soaked day picnic in winters. With littered trees, small water tanks, fountains, jogging tracks and play spaces, the garden is a common favourite among kids and adults. "
1781;Ahmedabad;" Gotila Garden-Talav ";"";" 7 km  from city center ";" Gotila Garden-Talav is a vibrant green garden situated in Sindhubhavan Road, Thaltej in Ahmedabad. Blessed with vibrant flowers, beautifyl water sprinklers, quaint benches and shady trees, the garden is a haven for city dwellers as well as birds. People also come here to look at the numerous birds that flock the place at early morning or late evening. "
1782;Ahmedabad;" Bansidhar Garden ";"";" 5 km  from city center ";" Bansidhar is another one of the beautiful gardens situated in the heart of the city. With an array of green trees and plenty of spaces, the garden is ideal for both relaxing or for games and activity. People mostly visit it for their routine walks. In the evenings, you will find several parents flock the garden with their kids owing to the presence of a plethora of swings and rides. "
1783;Ahmedabad;" One Tree Hill Garden ";"";" 5 km  from city center ";" One Tree Hill Garden located in Kankaria in Ahmedabad is synonymous with beauty. Boasting of a charming lake, charming gateways, well-maintained lawns, orderly flower beds and charming fountains, the garden also has the ruins of an ancient structure as a decor to its ambiance. It is one of the most visited and finest gardens in the city. "
2385;Lucknow;" Bara Imambara ";4.3;" 4 km  from city center ";" The Bara Imambara of Lucknow is one of the most famous monuments of the city. Also known as Asfi Imambara,  after the name of the Nawab of Lucknow who got it constructed, it is an important place of worship for the Muslims who come here every year to celebrate the religious festival of Muharram. The Imambara is specially known for its incredible maze, known as Bhul Bhulaiya locally, which is located in the upper floor of the monument. "
2386;Lucknow;" Chota Imambara ";4.2;" 5 km  from city center ";" The Chhota Imambara, or the Imambara of Hussainabad, is one of the most beautiful and attractive buildings in the old city of Lucknow in Uttar Pradesh. This imposing monument lies to the west of Bara Imambara and is a true sight to behold. The Chhota Imambara was initially a congregation hall for Shia Muslims that was built by Muhammad Ali Shah, who was the third Nawab of Awadh, in 1838. The Imambara was to serve as his own mausoleum as well as that of his mother, who is buried beside him in this prestigious monument.  "
2387;Lucknow;" British Residency ";3.2;" 3 km  from city center ";" The British Residency of Lucknow served as a refuge for several Britishers during the uprising on 1857. The fort is now in ruins and a cemetery nearby contains the graves of the hundreds of Britishers who died during the siege. The ruins are now protected by the Archaeological Survey of India.  "
2388;Lucknow;" Marine Drive ";"";" 2 km  from city center ";" Marine Drive is named after the famous Marine Drive in Mumbai. It is a picturesque strip of road adjacent to the River Gomti in Gomti Nagar, Lucknow. The spot is popular among the young crowd as a hangout place. Apart from that, people use it for jogging, cycling and similar activities. The path is sprinkled with benches to sit and relax. "
2389;Lucknow;" Rumi Darwaza ";3.5;" 4 km  from city center ";" The Rumi Darwaza was built in 1784-86 and is a 60 feet high entrance, with no visible supporting fittings. It is also known as the Turkish Gate and displays Awadhi architectural style. "
2390;Lucknow;" Dr";3.2;" 6 km  from city center ";" The Ambedkar Memorial Park was constructed by the Mayawati Government in Gomti Nagar, Lucknow. The park was built to commemorate the people who dedicated their life to equality and human justice like Dr. Bhimrao Ambedkar, Kanshi Ram and others. With a budget of a whopping seven billion rupees, the park is one of the loveliest things to see in Lucknow. "
2391;Lucknow;" Lucknow Zoo ";4.2;" 1 km  from city center ";" The Prince of Wales Zoological Gardens was built in 1921 was built to commemorate the Royal family's visit to Lucknow. "
2392;Lucknow;" Hazratganj Market ";3.5;" 0 km  from city center ";" Hazratganj, the central shopping district of Lucknow, has a long history behind it and has undergone a great makeover that bridges the past and the present and continues to serve as Lucknow's central shopping arcade. "
2393;Lucknow;" Indira Gandhi Planetarium Lucknow ";"";" 9 out of 47  places to visit in Lucknow ";" Situated at the Surajkund Park neighbourhood of Lucknow, on the banks of the River Gomti, Indira Gandhi Planetarium is also popularly known as Taramandal Show. The highlights are the science and astronomy shows, 3D models and exhibitions. "
2394;Lucknow;" Shah Najaf Imambara ";"";" 1 km  from city center ";" Shah Najaf Imambara is a Muslim monument centrally located in Lucknow city at Rana Pratap Road. The dome-shaped monument houses the graves of Nawab Ghazi - Ud - Din Haider and his three wives. "
2395;Lucknow;" Moti Mahal ";"";" 0 km  from city center ";" Built by Nawab Saadat Ali Khan, the Moti Mahal is popularly known as the Pearl Palace. This historical monument located on the banks of river Gomti is constructed next to Mubarak Manzil and Shah Manzil. A former residence of the Nawabs of Lucknow during the time, Moti Mahal was initially a part of the Qaisar Bagh complex.  "
2396;Lucknow;" Ramakrishna Math ";"";" 3 km  from city center ";" A monastery and shrine established in Nirala Nagar, the Ramakrishna Math is an all-monk institution dedicated to Sri Ramakrishna . With the motto of ""For one's own salvation, and for the welfare of the world"", this building has a shrine adjacent to the institute.  "
2397;Lucknow;" Bithoor ";"";" 72 km  from city center ";" Bithoor is a quaint little town nestled away in the Kanpur district of Uttar Pradesh, acclaimed for being an important hub of pilgrimage for Hindus. Along with its religious significance, Bithoor also has a good share of historical places of interest. Bithoor is immersed in local legends, religious myths, primeval artifacts and ancient ruins. The town was said to be the residence of Lav and Kush, prominent figures in the Hindu mythology of Ramayana. "
2398;Lucknow;" Dream World Amusement Park ";"";" 7 km  from city center ";" Dream World Water Amusement Park is a one-stop destination for a day full of fun, thrill and enjoyment. Boasting of umpteen rides and activities and fun games, the park is a hot pick and top favourite of the teenagers and the adults alike.  "
2399;Lucknow;" Constantia (La Martiniere School) ";3.5;" 2 km  from city center ";" One of the historical landmarks of Lucknow with its English past, the La Martinere School started in 1845. It houses the tomb of French Major-General Claude Martin as he resided there. "
